Animal ID,Name,Animal Type,Sex upon Outcome,Breed,Color,Age_Months
A695167,Joker,Dog,Neutered Male,Pit Bull Mix,Black/White,12.0
A694260,Baby,Dog,Spayed Female,Plott Hound,Brown Brindle,7.0
A695371,Sylvie,Dog,Spayed Female,Catahoula Mix,Yellow Brindle,12.0
A695156,Unnamed Pet,Dog,Neutered Male,Rat Terrier Mix,Black,12.0
A695211,Angus,Dog,Neutered Male,Labrador Retriever Mix,Black,4.0
A695220,Crockett,Dog,Neutered Male,Landseer Mix,Black/White,12.0
A695052,Buggs,Dog,Intact Male,Chihuahua Shorthair Mix,White/Black,12.0
A695360,Jake,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown Brindle,12.0
A695411,Unnamed Pet,Dog,Intact Female,Australian Shepherd Mix,Sable,12.0
A695398,Ellie,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue,12.0
A695333,Pearl,Cat,Spayed Female,Domestic Shorthair Mix,Black,8.0
A693930,Bahkara,Cat,Spayed Female,Domestic Shorthair Mix,Black,96.0
A688299,Montgomery,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,12.0
A695303,Misty,Dog,Spayed Female,German Shepherd/Labrador Retriever,White,8.0
A695267,Sammy,Cat,Neutered Male,Turkish Van Mix,White/Orange Tabby,4.0
A695104,Charlie,Dog,Neutered Male,Chihuahua Shorthair/Italian Greyhound,Black/Tan,8.0
A693325,Sheila,Dog,Spayed Female,Australian Shepherd/Boxer,Brown Brindle/White,48.0
A693722,Panda,Dog,Spayed Female,Pit Bull Mix,Black/White,24.0
A695359,Bailey,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan/White,24.0
A695355,Hank,Dog,Neutered Male,American Foxhound/Labrador Retriever,Tricolor,12.0
A695307,Sammy,Dog,Neutered Male,Chihuahua Shorthair Mix,Cream,12.0
A695297,Sparkles,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,7.0
A694071,Magnus,Dog,Neutered Male,Pit Bull Mix,Black Brindle,3.0
A695336,Pelé,Dog,Neutered Male,Nova Scotia Duck Tolling Retriever Mix,Red,8.0
A690023,Lolly,Cat,Spayed Female,Domestic Shorthair,White/Blue,4.0
A695213,Yogi,Dog,Neutered Male,Siberian Husky Mix,White,12.0
A679304,Sheila,Dog,Spayed Female,German Shepherd Mix,Brown/Black,10.0
A695384,Luna,Dog,Spayed Female,Siberian Husky/Labrador Retriever,Tan/White,4.0
A683258,Seven,Dog,Neutered Male,Australian Cattle Dog Mix,Red Merle,120.0
A695629,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby,24.0
A695622,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,12.0
A667416,Rosalie,Dog,Spayed Female,Pit Bull Mix,White/Tan,24.0
A670953,Penny,Dog,Spayed Female,Australian Kelpie Mix,Red,24.0
A694930,Wera,Dog,Intact Female,Dogo Argentino Mix,White,48.0
A694041,Ty,Dog,Neutered Male,German Shepherd/Labrador Retriever,Brown/Black,72.0
A692921,Tess,Dog,Spayed Female,Pit Bull Mix,Blue/White,12.0
A650060,Casper,Dog,Neutered Male,Labrador Retriever Mix,Black/White,24.0
A694838,Biscotti,Dog,Intact Female,Border Collie Mix,Black/White,24.0
A694840,Unnamed Pet,Dog,Intact Male,Border Collie Mix,White/Black,0.46
A694841,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Chocolate/White,0.46
A694842,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Tan/White,0.46
A694843,Unnamed Pet,Dog,Intact Male,Border Collie Mix,Chocolate/Tan,0.46
A694844,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Black/White,0.46
A694845,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Black/White,0.46
A694846,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Black/White,0.46
A694847,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Black/White,0.46
A694848,Unnamed Pet,Dog,Intact Female,Border Collie Mix,Black/White,0.46
A695499,Lincoln,Dog,Neutered Male,Beagle/Pug,Fawn,12.0
A679187,Ginger,Dog,Spayed Female,Pit Bull Mix,Brown Brindle,12.0
A694849,Pearl,Dog,Spayed Female,Pit Bull Mix,Black/White,60.0
A694647,Shadow,Dog,Neutered Male,German Shepherd Mix,Black,10.0
A695352,Indigo,Dog,Spayed Female,German Shepherd Mix,Black/Tan,12.0
A690022,Licorice,Cat,Neutered Male,Domestic Shorthair,White/Black,4.0
A695245,Perry,Dog,Neutered Male,Australian Cattle Dog/Beagle,Brown/White,7.0
A694708,Juno,Dog,Spayed Female,Australian Cattle Dog,Brown/White,12.0
A692486,Dakota,Dog,Neutered Male,Anatol Shepherd Mix,Tan/White,24.0
A695460,King Noodles,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,4.0
A695226,Henri,Cat,Neutered Male,Domestic Shorthair Mix,Black,3.0
A688519,Sage,Cat,Spayed Female,Domestic Shorthair Mix,Cream Tabby,5.0
A695706,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Black/White,24.0
A695697,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Black/White,5.0
A695658,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Torbie,6.0
A695665,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,4.0
A695666,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,4.0
A695667,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Black/White,5.0
A695668,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Black/White,5.0
A695522,Abraham,Dog,Neutered Male,Miniature Poodle/Cocker Spaniel,White/Brown,12.0
A695543,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,24.0
A695109,Cupcake,Dog,Spayed Female,Whippet Mix,Brown Brindle/White,9.0
A653879,Rowdy,Cat,Neutered Male,Domestic Shorthair Mix,Black,12.0
A695362,Sparkle,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,72.0
A688264,Felina,Dog,Spayed Female,Labrador Retriever Mix,Black,12.0
A695520,Unnamed Pet,Dog,Neutered Male,Chihuahua Shorthair Mix,Buff,108.0
A695280,Laika,Dog,Spayed Female,German Shepherd,Black/Brown,24.0
A695276,Dolly,Dog,Spayed Female,Labrador Retriever/Australian Shepherd,Black/White,3.0
A695241,Carlos,Dog,Neutered Male,Labrador Retriever Mix,White,2.0
A695242,Custer,Dog,Neutered Male,Labrador Retriever Mix,White,2.0
A695547,Noche,Dog,Neutered Male,Miniature Poodle Mix,Black,9.0
A695519,Reno,Dog,Neutered Male,Chihuahua Longhair Mix,Red/White,96.0
A695535,Unnamed Pet,Dog,Spayed Female,Shih Tzu,Sable,24.0
A695719,Unnamed Pet,Cat,Unknown,Domestic Medium Hair Mix,Black/White,12.0
A695720,Unnamed Pet,Cat,Intact Female,Domestic Medium Hair Mix,Black/White,12.0
A695739,Unnamed Pet,Cat,Intact Male,Siamese Mix,Flame Point,36.0
A695745,Holton,Cat,Intact Male,Domestic Shorthair Mix,Blue/White,12.0
A693745,Penny,Dog,Spayed Female,Plott Hound Mix,Brown Brindle,6.0
A695580,Spider,Dog,Neutered Male,Miniature Poodle Mix,White,7.0
A354540,Tux,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,120.0
A695251,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Black,24.0
A695493,Piper,Dog,Spayed Female,Chihuahua Shorthair Mix,Black,12.0
A695445,Unnamed Pet,Dog,Neutered Male,Labrador Retriever Mix,Black/White,3.0
A695534,Jessie,Cat,Spayed Female,Manx/Siamese,Tortie Point,6.0
A695583,Mac,Dog,Neutered Male,Boxer Mix,Brown/White,2.0
A695441,William,Dog,Intact Male,Pit Bull Mix,Brown/White,24.0
A693390,Dobby,Dog,Neutered Male,Chihuahua Shorthair Mix,Chocolate/Tan,5.0
A695582,Unnamed Pet,Dog,Neutered Male,Australian Cattle Dog/Labrador Retriever,Tan/White,9.0
A695764,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,96.0
A695500,Winston,Dog,Neutered Male,Pug/Beagle,Fawn/Black,12.0
A695599,Ellabelle,Dog,Spayed Female,Dachshund Mix,Tan,36.0
A695674,Chico,Dog,Neutered Male,Rottweiler Mix,Black/Tan,48.0
A695631,Kiki,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,36.0
A694424,Sherlock,Dog,Neutered Male,Pug Mix,Fawn,12.0
A695718,Apollo,Dog,Intact Male,Chihuahua Shorthair/Jack Russell Terrier,Red/White,12.0
A695495,Belinda,Dog,Spayed Female,Chihuahua Longhair Mix,Tan/Black,48.0
A695549,Princess,Cat,Spayed Female,Domestic Longhair Mix,Blue/Calico,12.0
A695494,Princess,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,48.0
A695769,Zelda,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,2.0
A695770,Zoey,Cat,Spayed Female,Domestic Shorthair Mix,Silver Tabby,2.0
A695618,Casper,Dog,Neutered Male,Labrador Retriever Mix,Black/White,2.0
A695625,Unnamed Pet,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,6.0
A695616,Unnamed Pet,Dog,Spayed Female,Whippet/Borzoi,Tricolor/Black,12.0
A693674,Shirley,Dog,Spayed Female,Boxer Mix,Brown/Black,12.0
A695588,Emma,Dog,Spayed Female,German Shepherd Mix,Buff/Black,12.0
A695827,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,6.0
A695833,Milo,Dog,Intact Male,Maltese Mix,White,10.0
A692955,Maria,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,2.0
A658598,Lindy,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,12.0
A693092,Greta,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,2.0
A694422,Calla,Cat,Spayed Female,Domestic Shorthair Mix,Calico,2.0
A694423,Star,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,2.0
A695425,Lana,Cat,Spayed Female,Siamese Mix,Flame Point,24.0
A683719,Moo,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,7.0
A695691,Princess,Dog,Spayed Female,Chihuahua Shorthair/Rat Terrier,White/Brown,12.0
A629969,Laverne,Dog,Spayed Female,Miniature Pinscher/Chihuahua Shorthair,Black/Tan,72.0
A694741,Cleo,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,120.0
A695692,Bertha,Dog,Spayed Female,Australian Cattle Dog/Cardigan Welsh Corgi,Sable/White,36.0
A695461,Bella,Dog,Spayed Female,Dachshund Mix,Red,12.0
A684958,Bella,Dog,Spayed Female,Labrador Retriever Mix,Black/White,7.0
A695641,Unnamed Pet,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/Brown,12.0
A695587,Pfieffer,Dog,Spayed Female,German Shepherd Mix,Black/Tan,9.0
A695136,Gertrude,Dog,Spayed Female,Boxer Mix,Brown/White,36.0
A691630,Lucky,Dog,Neutered Male,Miniature Poodle Mix,White,11.0
A695217,Riko,Dog,Neutered Male,Dachshund/Chihuahua Shorthair,Brown/White,60.0
A695677,Unnamed Pet,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Brown,12.0
A695840,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,24.0
A695847,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,24.0
A695869,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Black Tabby,12.0
A695878,Unnamed Pet,Cat,Unknown,Domestic Longhair Mix,Tortie,24.0
A695879,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Tortie,24.0
A695876,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,12.0
A695773,Marsha,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue Tabby,12.0
A695623,Starlit,Dog,Spayed Female,Chihuahua Shorthair,Tan,12.0
A666752,Floyd,Dog,Neutered Male,Australian Kelpie/Whippet,Brown Brindle/White,24.0
A692615,Marvel,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,3.0
A695808,Pepe,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor/Black,60.0
A695685,Coco,Cat,Spayed Female,Domestic Shorthair Mix,Chocolate,8.0
A666973,Bohdi,Dog,Neutered Male,Boxer Mix,Brown Brindle/White,24.0
A695429,Brock,Dog,Neutered Male,Catahoula Mix,White/Black,12.0
A695044,Sky,Dog,Spayed Female,Pit Bull Mix,White/Blue,9.0
A673804,Tippy,Cat,Spayed Female,Siamese Mix,Tortie Point,24.0
A695897,Unnamed Pet,Dog,Intact Male,Labrador Retriever Mix,Brown/Tricolor,1.0
A689524,Dottie,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,120.0
A695179,Dior,Dog,Intact Female,Boxer Mix,Brown Brindle/Brown,96.0
A695038,Gage,Dog,Neutered Male,Border Collie/Boxer,Brown/White,12.0
A695533,Chloe,Dog,Spayed Female,Pit Bull Mix,Brown Brindle,6.0
A695224,Chelsea,Dog,Spayed Female,Pit Bull/Labrador Retriever,Black/White,24.0
A694157,Finn,Cat,Neutered Male,Domestic Medium Hair Mix,Blue/White,2.0
A695795,Amos,Cat,Neutered Male,Domestic Shorthair Mix,Black,96.0
A695796,Una,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,6.0
A693247,Munchkin,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,3.0
A694681,Miss,Cat,Spayed Female,Domestic Shorthair Mix,White/Blue,2.0
A695724,Unnamed Pet,Cat,Neutered Male,Domestic Longhair Mix,Cream Tabby,48.0
A691719,Georgia,Dog,Spayed Female,Pit Bull Mix,Brown Brindle/White,24.0
A694174,Buddy,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,120.0
A695694,Giovanni,Cat,Neutered Male,Siamese Mix,Blue/White,60.0
A695733,Hot Rod,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,3.0
A695749,Bentley,Dog,Neutered Male,Anatol Shepherd Mix,White/Brown,2.0
A695643,Unnamed Pet,Cat,Spayed Female,Domestic Longhair,Black,6.0
A695630,Unnamed Pet,Dog,Spayed Female,German Shepherd Mix,Brown/Black,24.0
A695912,Unnamed Pet,Cat,Intact Male,Domestic Longhair Mix,Blue,12.0
A695476,Unnamed Pet,Bird,Intact Male,Turkey Mix,Brown/White,24.0
A695478,Unnamed Pet,Bird,Intact Male,Guinea Mix,Brown/White,24.0
A694203,Cymbah,Cat,Neutered Male,Domestic Medium Hair,Orange Tabby/White,12.0
A695290,Sunny,Dog,Neutered Male,Labrador Retriever Mix,White,36.0
A695849,Oreo,Other,Unknown,Guinea Pig,Black/White,24.0
A695703,Wiley,Dog,Neutered Male,Pug/Chihuahua Shorthair,Buff,12.0
A607240,Cadence,Dog,Spayed Female,Boston Terrier,Black/White,72.0
A695421,Percy,Cat,Neutered Male,Domestic Shorthair Mix,Black,36.0
A695848,Unnamed Pet,Other,Unknown,Guinea Pig Mix,White/Black,12.0
A694743,Oliver,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,168.0
A694430,Chica,Dog,Spayed Female,Pit Bull Mix,Brown,12.0
A695907,Bella,Dog,Spayed Female,Border Collie Mix,Tricolor,2.0
A695204,Duke,Dog,Neutered Male,Rhod Ridgeback Mix,Tan,12.0
A695909,Unnamed Pet,Dog,Neutered Male,Border Collie Mix,Black/Brown,2.0
A695905,Mew,Dog,Spayed Female,Border Collie Mix,Tricolor,2.0
A695744,Unnamed Pet,Dog,Neutered Male,Yorkshire Terrier/Miniature Schnauzer,Silver/Brown,12.0
A694796,Boss,Dog,Neutered Male,Pit Bull Mix,White/Brown,36.0
A695906,Unnamed Pet,Dog,Neutered Male,Border Collie Mix,Tricolor,2.0
A695908,Unnamed Pet,Dog,Spayed Female,Border Collie Mix,Black/Brown,2.0
A695910,Unnamed Pet,Dog,Spayed Female,Border Collie Mix,Black/Brown,2.0
A693010,Unnamed Pet,Dog,Spayed Female,Labrador Retriever Mix,Tan,1.0
A695903,Unnamed Pet,Dog,Spayed Female,Border Collie Mix,White/Cream,2.0
A678905,Alice,Dog,Spayed Female,Labrador Retriever/Australian Shepherd,Black/White,8.0
A695785,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair,Orange Tabby/White,4.0
A695786,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair,Brown Tabby/White,4.0
A695968,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Blue,12.0
A695477,Unnamed Pet,Bird,Intact Female,Turkey Mix,Brown/White,24.0
A695029,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Blue,3.0
A695790,Roscoe,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,48.0
A695707,Spring,Dog,Spayed Female,Pointer/Australian Kelpie,White/Black,24.0
A695602,Cinnamon,Dog,Intact Female,Pit Bull Mix,Brown Brindle,10.0
A695537,Sally,Dog,Intact Female,Manchester Terrier Mix,Brown/White,1.0
A695716,Ellie,Dog,Intact Female,Labrador Retriever Mix,Chocolate/White,1.0
A691721,Dozer,Dog,Spayed Female,Pit Bull Mix,Blue Tiger/White,8.0
A695182,Che,Dog,Neutered Male,Labrador Retriever Mix,Black/White,84.0
A690269,Trixie,Dog,Spayed Female,Labrador Retriever Mix,Yellow,11.0
A695628,Bug,Cat,Spayed Female,Domestic Medium Hair Mix,Blue Tabby,24.0
A694878,Hazel,Dog,Intact Female,Pit Bull Mix,White/Blue,24.0
A695680,Calvin,Dog,Neutered Male,Great Pyrenees Mix,White,24.0
A695751,Stud Muffin,Dog,Neutered Male,Miniature Poodle Mix,White,12.0
A695315,Topaz,Dog,Neutered Male,Pit Bull Mix,Brown Brindle,1.0
A695809,Unnamed Pet,Dog,Spayed Female,Miniature Poodle Mix,White,12.0
A695774,Unnamed Pet,Dog,Spayed Female,Maltese,White,60.0
A694674,Ryder,Dog,Spayed Female,Labrador Retriever/Australian Cattle Dog,Black/White,12.0
A693786,Sugar,Dog,Spayed Female,Labrador Retriever Mix,Red,24.0
A695856,Penny,Dog,Intact Female,Chihuahua Longhair Mix,Red,12.0
A694228,Bruno,Dog,Neutered Male,Pit Bull Mix,White/Brown Brindle,12.0
A695734,Onyx,Dog,Spayed Female,Labrador Retriever Mix,Black,24.0
A647363,Daisy,Dog,Spayed Female,Labrador Retriever Mix,White/Red,24.0
A695663,Sven,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,48.0
A658799,Boi,Cat,Neutered Male,Domestic Shorthair Mix,Black,12.0
A695299,Hansel,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,1.0
A695300,Gretel,Cat,Spayed Female,Domestic Medium Hair Mix,Torbie/White,1.0
A695843,Unnamed Pet,Dog,Neutered Male,Dachshund Mix,Tan/Black,12.0
A572538,Valintino,Dog,Neutered Male,Pit Bull Mix,White,60.0
A690732,Scout,Dog,Neutered Male,Dogo Argentino/Labrador Retriever,White/Brown,84.0
A695800,Hank,Dog,Neutered Male,Great Pyrenees/Australian Cattle Dog,White/Brown Brindle,7.0
A695855,Unnamed Pet,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,4.0
A695780,Tucker,Dog,Neutered Male,Chihuahua Shorthair Mix,Red/White,12.0
A696052,Unnamed Pet,Cat,Intact Female,Domestic Longhair Mix,Brown Tabby/White,6.0
A694996,Unnamed Pet,Cat,Spayed Female,Domestic Shorthair Mix,Black,4.0
A695382,Batman,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/White,12.0
A694464,Wilbur,Cat,Neutered Male,Domestic Shorthair Mix,Blue/White,2.0
A695842,Bethany,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,24.0
A694879,George,Dog,Neutered Male,Australian Shepherd/Feist,Black/Brown,12.0
A695675,Louie,Dog,Neutered Male,Dachshund/Chihuahua Shorthair,Chocolate/Tan,5.0
A695025,Finn,Dog,Neutered Male,Rottweiler Mix,Black/Tan,72.0
A695816,Chuey,Dog,Neutered Male,Rottweiler Mix,Tricolor/Black,12.0
A695275,Mars,Dog,Intact Female,Queensland Heeler Mix,Blue Tick/Black,12.0
A691542,Axel,Dog,Neutered Male,Pit Bull Mix,Blue,36.0
A695918,Clementine,Dog,Spayed Female,Dachshund/Chihuahua Shorthair,Black/White,1.0
A695794,Unnamed Pet,Dog,Spayed Female,Alaskan Husky Mix,Black/White,12.0
A695594,Doug,Dog,Neutered Male,Pit Bull Mix,Brown/White,12.0
A696093,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Cream Tabby/White,5.0
A696094,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby/White,5.0
A696096,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,3.0
A696112,Unnamed Pet,Cat,Unknown,Domestic Longhair Mix,Orange Tabby/White,12.0
A695901,Huey,Dog,Intact Male,Labrador Retriever Mix,Cream,12.0
A684592,Serena,Dog,Spayed Female,Pit Bull Mix,Black/White,60.0
A691071,Patsy,Dog,Spayed Female,Labrador Retriever Mix,Black,12.0
A695845,Molly,Dog,Spayed Female,Doberman Pinsch,Fawn,24.0
A694956,Cane,Dog,Neutered Male,American Bulldog Mix,White/Black,12.0
A695693,Sprinkle,Cat,Spayed Female,Domestic Shorthair Mix,Calico/White,60.0
A694088,Tanner,Dog,Neutered Male,Pit Bull Mix,Tan/White,24.0
A693271,Gunner,Dog,Neutered Male,Beagle/German Shepherd,Black/Brown,1.0
A684998,Tiki,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,120.0
A693265,Elsie,Dog,Spayed Female,Beagle/German Shepherd,Brown/Black,1.0
A695920,Wanda,Dog,Spayed Female,Pit Bull Mix,Brown/White,8.0
A695228,Amie,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,3.0
A691637,Ozzie,Dog,Neutered Male,Australian Cattle Dog Mix,Blue Merle,12.0
A695980,Charlie,Dog,Neutered Male,Beagle/Cardigan Welsh Corgi,Yellow,12.0
A696043,Unnamed Pet,Dog,Spayed Female,Yorkshire Terrier Mix,Black/Brown,9.0
A693270,Echo,Dog,Neutered Male,Beagle/German Shepherd,Black/Brown,1.0
A693268,Eagle,Dog,Neutered Male,Beagle/German Shepherd,Brown/Black,1.0
A693269,Denver,Dog,Neutered Male,Treeing Walker Coonhound/German Shepherd,Brown/Black,1.0
A696149,Unnamed Pet,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby/White,12.0
A695959,Unnamed Pet,Dog,Neutered Male,Labrador Retriever Mix,Black/White,4.0
A695953,Unnamed Pet,Dog,Neutered Male,Labrador Retriever/Black/Tan Hound,Black,2.0
A695917,Indiana,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Black/White,2.0
A695141,Beau,Dog,Neutered Male,Flat Coat Retriever Mix,Black/Tricolor,12.0
A696110,Unnamed Pet,Dog,Neutered Male,Dachshund Mix,Red Merle/White,60.0
A696065,Cassie,Dog,Intact Female,Smooth Fox Terrier Mix,Tricolor/White,8.0
A686464,Pearce,Dog,Neutered Male,Pit Bull Mix,Blue/White,24.0
A695173,Meeper,Cat,Spayed Female,Domestic Longhair Mix,Calico,168.0
A693472,Molly,Cat,Spayed Female,Domestic Shorthair Mix,Black,7.0
A694989,Cooper,Cat,Neutered Male,Domestic Shorthair Mix,Black,96.0
A693272,Kodiak,Dog,Neutered Male,Beagle/German Shepherd,Black/Brown,1.0
A695911,Jordy,Dog,Neutered Male,Labrador Retriever Mix,Black/White,8.0
A696133,Sella,Dog,Spayed Female,Pug Mix,Brown/Black,96.0
A694264,Ena,Dog,Spayed Female,Pit Bull Mix,Yellow Brindle,60.0
A692088,Bebe,Dog,Spayed Female,Plott Hound Mix,Brown Brindle,12.0
A696237,Sam,Dog,Neutered Male,Toy Poodle Mix,White/Cream,48.0
A695060,Sweet Pea,Cat,Spayed Female,Domestic Shorthair Mix,Black,7.0
A684463,Dingo,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,12.0
A692772,America,Dog,Spayed Female,Carolina Dog Mix,Tan/White,24.0
A695818,Shadow,Dog,Spayed Female,Boxer Mix,Black Brindle,2.0
A694158,Miguel,Dog,Neutered Male,Australian Cattle Dog Mix,Black/White,12.0
A695916,Juno,Dog,Spayed Female,Boxer Mix,Brown/White,24.0
A692030,Christopher,Cat,Neutered Male,Domestic Shorthair Mix,Black,3.0
A692032,Clementine,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,3.0
A695579,Cleopatra,Dog,Spayed Female,American Staffordshire Terrier,Brown/White,48.0
A696006,Home Girl,Dog,Spayed Female,Australian Kelpie Mix,Tricolor,7.0
A696015,Unnamed Pet,Dog,Neutered Male,Pit Bull/Pointer,Black/White,4.0
A694539,Montana,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,5.0
A695938,Callie,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,6.0
A686735,Princess,Dog,Spayed Female,Chihuahua Shorthair Mix,Red/White,24.0
A694520,Pickle,Dog,Neutered Male,Dachshund,Black/White,11.0
A696144,Bentley,Dog,Neutered Male,Chihuahua Shorthair/Cardigan Welsh Corgi,Black/White,48.0
A696009,Unnamed Pet,Dog,Spayed Female,Australian Cattle Dog/German Shepherd,Black/Brown,2.0
A696008,Gunnar,Dog,Neutered Male,Australian Cattle Dog/German Shepherd,Sable,2.0
A695983,Captain,Dog,Neutered Male,Labrador Retriever Mix,Black/Brown,48.0
A696213,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,36.0
A696222,Unnamed Pet,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,24.0
A696223,Unnamed Pet,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,24.0
A694799,Peanut,Dog,Neutered Male,Rat Terrier Mix,Black/Tricolor,72.0
A688651,Lydia,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,12.0
A685296,Mickey,Cat,Neutered Male,Siamese Mix,Lynx Point,24.0
A696012,Unnamed Pet,Dog,Spayed Female,Cocker Spaniel,Red,72.0
A696017,Klondike,Dog,Intact Male,Labrador Retriever Mix,White/Tan,12.0
A696088,Lexi,Dog,Spayed Female,Border Collie/Australian Cattle Dog,Black/White,8.0
A696086,Leonidas,Dog,Neutered Male,Alaskan Husky,White/Black,60.0
A695919,Willie,Dog,Neutered Male,Boxer Mix,Brown Brindle,24.0
A695894,Primrose,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,36.0
A695864,Daisy,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,84.0
A695861,Dolly,Cat,Spayed Female,Domestic Shorthair Mix,Torbie,84.0
